Inwoner, huishouden en woninggegevens per postcode, peildatum 1 januari 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Definitieve gegevens, versie 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum: 17 februari 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Betekenis -99 997 =  '0 - 4 / geheim';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Inwoners;;;;;;;;;;;Huishouden;;;;;;Woning;;;;;;;;;;;;;;;Sociale Zekerheid
;Totaal;Geslacht;;Leeftijdklassen;;;;;Herkomst;;;Totaal;Samenstelling;;;;Grootte;Totaal;Bouwperiode;;;;;;;;Type;;Eigendom;;In gebruik;Waarde;Totaal uitkeringen
Postcode;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse
achtergond";"Westerse
migratie
achtergrond";"Niet-westerse
migratie
achtergrond";Totaal;Eenpersoons;"Meerpersoons 
zonder kinderen";Eenouder;Tweeouder;Huishoudgrootte;Totaal;voor 1945;1945 tot 1965;1965 tot 1975;1975 tot 1985;1985 tot 1995;1995 tot 2005;2005 tot 2015;2015 en later;Meergezins;Koopwoning;Huurwoning;Huurcoporatie;Niet bewoond;"WOZ-waarde
woning";"Personen met WW, Bijstand en/of AO uitkering
Beneden AOW-leeftijd"
1075PX;50;25;25;15;5;5;20;-99997;50;40;-99997;15;-99997;-99997;-99997;10;2,9;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;80;-99997;-99997;-99997;1181;-99997
1075PZ;25;20;10;5;-99997;5;5;10;70;20;-99997;15;-99997;5;-99997;-99997;2,0;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;60;40;-99997;-99997;972;-99997
1075RA;45;20;25;10;5;15;10;-99997;50;40;10;20;10;-99997;-99997;5;2,0;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;-99997;-99997;888;-99997
1075RB;55;30;25;15;-99997;20;10;5;40;30;20;20;-99997;5;-99997;10;2,8;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;30;-99997;-99997;969;-99997
1075RC;20;10;10;-99997;-99997;-99997;5;5;70;40;-99997;10;-99997;-99997;-99997;-99997;2,2;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;90;-99997;-99997;-99997;1131;-99997
1075RD;45;25;20;15;-99997;20;5;5;60;20;20;20;10;-99997;5;-99997;2,0;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;40;50;-99997;-99997;803;-99997
1075RE;45;20;25;10;10;10;15;-99997;60;30;10;20;10;-99997;-99997;5;2,2;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;30;-99997;-99997;947;-99997
1075RG;45;20;20;15;-99997;15;10;-99997;60;40;-99997;15;5;-99997;-99997;5;2,7;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;80;-99997;-99997;5;1026;-99997
1075RH;45;20;25;10;-99997;15;10;-99997;50;40;-99997;20;10;5;-99997;5;2,0;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;50;40;-99997;-99997;794;-99997
1075RJ;25;10;15;5;-99997;5;5;5;60;30;-99997;10;-99997;-99997;-99997;-99997;2,5;10;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;60;5;-99997;854;-99997
1075RM;130;60;70;20;10;40;45;15;50;20;40;85;55;-99997;20;5;1,6;80;80;-99997;-99997;-99997;-99997;-99997;-99997;-99997;80;-99997;100;80;-99997;430;25
1075RN;55;25;25;5;-99997;30;15;-99997;60;30;10;35;20;10;-99997;-99997;1,5;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;50;50;-99997;-99997;383;-99997
1075RP;55;25;30;-99997;5;25;15;-99997;60;40;-99997;35;20;10;-99997;-99997;1,6;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;40;60;-99997;-99997;332;5
1075RR;55;25;30;-99997;10;35;5;-99997;50;30;20;40;30;-99997;-99997;-99997;1,3;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;30;80;10;5;375;-99997
1075RS;50;25;20;5;-99997;25;10;-99997;40;40;30;35;25;-99997;-99997;5;1,4;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;30;70;20;-99997;346;10
1075RT;50;25;30;-99997;-99997;30;5;10;60;30;10;35;20;10;-99997;-99997;1,5;35;25;-99997;-99997;-99997;-99997;10;-99997;-99997;35;40;60;15;-99997;452;-99997
1075RV;60;20;40;-99997;-99997;15;15;25;50;20;30;45;30;10;-99997;-99997;1,4;45;15;-99997;-99997;-99997;-99997;25;-99997;-99997;45;10;90;35;-99997;431;15
1075RW;45;15;30;10;-99997;30;-99997;-99997;70;20;10;25;15;5;-99997;5;1,7;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;80;20;-99997;-99997;446;-99997
1075RX;45;15;30;5;5;10;10;5;50;20;30;25;15;-99997;5;-99997;1,7;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;507;5
1075RZ;60;35;25;5;10;35;5;-99997;60;20;20;40;25;5;5;-99997;1,5;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;448;5
1075SB;55;25;30;5;10;25;15;-99997;40;30;30;35;20;10;-99997;5;1,6;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;-99997;90;-99997;-99997;415;-99997
1075SC;30;15;20;-99997;-99997;20;-99997;-99997;40;20;40;20;15;-99997;-99997;-99997;1,4;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;314;-99997
1075SE;25;10;15;-99997;-99997;15;5;-99997;60;-99997;30;15;10;5;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;371;-99997
1075SG;40;25;20;5;10;25;5;-99997;60;20;20;30;20;-99997;-99997;-99997;1,4;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;80;-99997;-99997;435;-99997
1075SH;55;30;25;-99997;15;30;10;-99997;60;30;10;40;30;5;-99997;-99997;1,3;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;409;-99997
1075SJ;45;15;30;-99997;5;30;-99997;-99997;60;20;20;30;20;10;-99997;-99997;1,5;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;20;80;-99997;-99997;417;-99997
1075SK;25;10;10;-99997;-99997;20;5;-99997;50;30;-99997;15;5;10;-99997;-99997;1,5;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;80;-99997;-99997;411;-99997
1075SL;65;30;35;5;5;30;20;5;60;30;10;35;20;10;-99997;5;1,8;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;40;60;-99997;-99997;434;-99997
1075SM;85;40;50;15;10;45;10;-99997;70;10;10;40;15;15;-99997;10;2,1;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;60;40;-99997;-99997;489;-99997
1075SN;55;25;30;5;-99997;35;15;-99997;60;20;20;40;25;10;-99997;-99997;1,4;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;50;50;-99997;-99997;403;5
1075SP;30;20;10;-99997;-99997;20;5;-99997;30;40;30;20;15;5;-99997;-99997;1,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;50;60;-99997;-99997;350;-99997
1075SR;25;10;10;-99997;-99997;5;15;-99997;50;-99997;50;20;20;-99997;-99997;-99997;1,2;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;311;5
1075ST;65;30;35;5;10;30;15;-99997;50;20;30;30;10;15;5;-99997;2,0;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;40;60;-99997;-99997;474;-99997
1075SV;60;30;30;5;5;25;20;-99997;50;50;-99997;35;20;15;-99997;-99997;1,7;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;30;70;-99997;-99997;453;-99997
1075SW;45;15;30;-99997;10;25;5;-99997;50;40;10;25;15;10;-99997;-99997;1,7;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;40;60;-99997;-99997;411;-99997
1075SX;60;35;25;5;5;30;20;5;60;30;10;35;15;15;-99997;5;1,9;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;40;50;-99997;-99997;458;-99997
1075SZ;70;35;35;5;-99997;45;15;-99997;50;30;20;45;30;15;-99997;-99997;1,5;50;50;-99997;-99997;-99997;-99997;-99997;-99997;-99997;50;-99997;100;20;5;359;10
1075TA;70;30;40;10;5;35;15;-99997;50;30;10;40;15;10;-99997;-99997;1,8;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;40;60;-99997;10;464;5
1075TB;65;25;40;5;5;35;15;-99997;50;30;10;40;20;10;5;-99997;1,6;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;50;50;-99997;-99997;402;5
1075TC;25;15;10;-99997;-99997;5;15;-99997;50;30;20;15;10;-99997;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;80;10;-99997;444;-99997
1075TD;45;20;25;5;-99997;15;20;5;40;30;30;30;20;10;-99997;-99997;1,6;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;20;80;25;-99997;366;5
1075TE;65;25;40;5;-99997;40;15;-99997;70;30;-99997;40;20;15;-99997;-99997;1,6;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;70;30;-99997;-99997;448;-99997
1075TG;70;35;35;5;-99997;45;10;5;70;20;10;40;20;20;-99997;-99997;1,7;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;60;40;-99997;-99997;459;-99997
1075TH;75;45;30;10;10;40;15;-99997;60;20;20;45;25;10;-99997;5;1,6;45;45;-99997;-99997;-99997;-99997;-99997;-99997;-99997;45;30;70;10;-99997;436;5
1075TJ;35;15;20;-99997;-99997;20;5;5;70;10;-99997;20;10;-99997;-99997;-99997;1,8;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;40;70;-99997;-99997;466;-99997
1075TK;95;45;50;-99997;25;55;10;-99997;50;10;40;60;45;10;-99997;-99997;1,3;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;-99997;70;15;15;411;30
1075TL;85;40;40;10;5;40;15;10;60;20;20;60;40;10;-99997;-99997;1,4;65;60;-99997;-99997;-99997;-99997;-99997;-99997;-99997;65;20;80;10;5;359;5
1075TM;75;30;40;-99997;5;35;25;5;40;30;30;50;30;15;-99997;-99997;1,5;45;40;-99997;-99997;-99997;-99997;5;-99997;-99997;45;20;80;20;-99997;400;5
1075TN;40;25;15;-99997;5;20;10;-99997;50;40;-99997;25;20;5;-99997;-99997;1,5;25;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;30;70;10;-99997;387;-99997
1075TP;50;25;25;-99997;-99997;20;15;10;70;10;10;30;15;10;-99997;-99997;1,6;30;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;30;20;80;25;-99997;515;5
1075TR;35;15;25;-99997;-99997;20;5;5;60;30;-99997;25;15;10;-99997;-99997;1,5;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;40;60;-99997;-99997;411;-99997
1075TS;40;20;20;5;-99997;15;10;5;60;30;20;20;10;-99997;-99997;5;2,0;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;60;40;-99997;-99997;601;-99997
1075TT;60;30;30;10;-99997;20;25;5;60;20;20;40;30;5;5;-99997;1,5;45;45;-99997;-99997;-99997;-99997;-99997;-99997;-99997;45;-99997;100;-99997;-99997;350;10
1075TV;95;45;50;20;-99997;55;15;-99997;50;40;10;50;25;10;-99997;10;1,8;45;10;-99997;-99997;-99997;-99997;10;25;-99997;45;60;40;-99997;-99997;459;5
1075TW;45;25;20;-99997;-99997;15;15;10;60;20;10;30;25;-99997;-99997;-99997;1,4;35;15;-99997;-99997;20;-99997;-99997;-99997;-99997;35;20;80;20;-99997;378;10
1075TX;45;20;30;-99997;-99997;35;-99997;-99997;40;50;10;35;25;5;-99997;-99997;1,4;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;-99997;-99997;491;-99997
1075TZ;30;15;15;-99997;-99997;15;5;-99997;50;40;-99997;20;15;-99997;-99997;-99997;1,5;20;15;-99997;-99997;-99997;5;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;423;-99997
1075VB;15;5;5;-99997;-99997;-99997;-99997;5;50;-99997;50;5;-99997;-99997;-99997;-99997;1,9;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;515;-99997
1075VC;10;-99997;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;1,5;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;413;-99997
1075VD;10;-99997;10;-99997;-99997;-99997;-99997;-99997;50;-99997;-99997;5;-99997;-99997;-99997;-99997;1,8;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;409;-99997
1075VE;125;55;70;20;10;45;35;15;30;20;50;70;50;5;10;10;1,7;65;65;-99997;-99997;-99997;-99997;-99997;-99997;-99997;65;-99997;100;-99997;-99997;464;25
1075VG;45;20;25;-99997;5;10;15;10;60;30;10;30;20;-99997;5;-99997;1,4;35;25;-99997;-99997;-99997;5;5;-99997;-99997;35;10;90;-99997;5;444;5
1075VH;40;15;25;-99997;5;10;10;5;60;30;-99997;25;10;5;-99997;-99997;1,6;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;40;60;10;-99997;430;-99997
1075VJ;60;30;30;5;10;20;20;5;50;20;20;45;30;10;-99997;-99997;1,4;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;-99997;90;20;-99997;357;10
1075VK;55;25;30;-99997;5;25;15;-99997;60;30;10;35;20;10;-99997;-99997;1,5;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;40;60;-99997;-99997;424;-99997
1075VL;65;35;30;5;-99997;40;10;5;40;40;20;40;25;10;-99997;5;1,6;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;40;50;50;-99997;-99997;411;-99997
1075VM;110;45;65;-99997;5;15;15;70;60;20;20;80;60;15;-99997;-99997;1,3;90;25;-99997;-99997;-99997;-99997;-99997;-99997;65;90;10;90;15;5;429;10
1075VN;45;20;25;5;5;15;10;5;70;10;10;20;10;5;-99997;5;2,0;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;30;70;10;-99997;564;-99997
1075VP;30;15;15;-99997;10;5;15;-99997;50;50;-99997;20;10;-99997;-99997;-99997;1,7;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;80;10;-99997;542;-99997
1075VR;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1075VS;75;30;45;10;-99997;20;20;25;70;10;20;50;35;5;5;5;1,5;50;-99997;15;-99997;-99997;30;-99997;-99997;-99997;50;30;70;30;-99997;452;5
1075VT;25;10;15;-99997;-99997;20;-99997;-99997;50;30;-99997;20;10;5;-99997;-99997;1,4;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;-99997;-99997;553;-99997
1075VV;55;25;25;-99997;10;30;10;-99997;60;20;20;35;20;10;-99997;-99997;1,5;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;20;80;-99997;5;534;-99997
1075VW;35;15;20;-99997;5;15;-99997;5;70;20;-99997;20;15;5;-99997;-99997;1,5;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;5;549;-99997
1075VX;30;15;15;-99997;-99997;15;5;-99997;60;30;-99997;20;15;-99997;-99997;-99997;1,4;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;477;-99997
1075VZ;50;25;25;10;-99997;35;-99997;5;50;30;20;25;10;10;-99997;5;1,9;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;50;50;-99997;-99997;627;-99997
1075XA;45;15;30;5;10;15;5;10;40;30;30;25;15;-99997;-99997;-99997;1,9;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;30;70;10;-99997;674;-99997
1075XB;30;15;15;-99997;-99997;5;15;5;30;-99997;70;20;10;5;-99997;-99997;1,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;335;5
1075XC;30;15;15;-99997;-99997;20;5;-99997;60;-99997;30;20;10;5;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;368;10
1075XD;20;5;10;-99997;-99997;5;-99997;5;70;-99997;30;10;5;-99997;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;371;-99997
1075XE;25;15;15;-99997;-99997;10;5;5;30;40;20;15;5;-99997;-99997;-99997;1,9;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;371;-99997
1075XG;25;10;10;-99997;-99997;-99997;10;5;30;-99997;70;15;10;-99997;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;354;5
1075XH;40;20;20;-99997;-99997;30;-99997;-99997;60;40;-99997;20;10;10;-99997;-99997;1,8;20;10;10;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;-99997;-99997;445;-99997
1075XJ;35;15;20;-99997;5;20;10;-99997;50;30;20;25;20;5;-99997;-99997;1,3;25;-99997;10;-99997;-99997;-99997;15;-99997;-99997;25;70;30;-99997;-99997;569;-99997
1075XK;25;15;15;-99997;-99997;15;10;-99997;40;60;-99997;15;10;10;-99997;-99997;1,6;15;-99997;15;-99997;-99997;-99997;-99997;-99997;-99997;15;60;40;-99997;-99997;480;-99997
1075XL;60;35;30;10;5;40;5;-99997;30;50;20;40;25;10;-99997;-99997;1,6;40;5;10;-99997;-99997;-99997;-99997;-99997;25;40;20;80;-99997;5;613;-99997
1075XM;30;15;15;-99997;-99997;25;-99997;-99997;60;30;-99997;20;10;5;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;70;-99997;-99997;451;-99997
1075XN;30;15;15;-99997;-99997;20;-99997;-99997;40;40;20;15;5;5;-99997;-99997;1,9;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;70;-99997;-99997;500;-99997
1075XP;35;15;15;-99997;5;20;-99997;-99997;60;30;-99997;25;15;5;-99997;-99997;1,4;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;450;-99997
1075XR;20;10;15;-99997;-99997;15;-99997;-99997;50;20;20;15;10;-99997;-99997;-99997;1,5;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;60;40;-99997;-99997;541;-99997
1075XS;45;20;25;-99997;-99997;30;5;-99997;40;50;-99997;30;20;5;-99997;-99997;1,4;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;20;80;-99997;5;462;-99997
1075XT;50;25;25;-99997;5;35;5;-99997;50;30;10;35;25;10;-99997;-99997;1,4;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;20;80;-99997;-99997;469;-99997
1075XV;20;10;10;-99997;-99997;5;5;-99997;70;-99997;-99997;10;10;-99997;-99997;-99997;1,7;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;801;-99997
1075XW;35;10;20;-99997;5;10;5;5;50;20;30;15;10;-99997;-99997;-99997;1,9;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;464;5
1075XX;25;10;15;5;-99997;5;10;-99997;60;-99997;40;15;10;-99997;-99997;-99997;1,7;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;392;-99997
1075XZ;25;10;15;5;-99997;10;5;-99997;50;30;20;15;5;-99997;5;-99997;1,9;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;417;-99997
1076AA;10;5;5;-99997;-99997;-99997;5;-99997;50;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1076AB;50;25;25;10;10;10;15;-99997;60;10;30;20;5;-99997;5;10;2,5;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;662;-99997
1076AC;40;25;20;10;-99997;10;10;10;90;-99997;-99997;15;-99997;-99997;-99997;5;2,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;553;-99997
1076AD;40;20;20;-99997;5;10;15;-99997;70;-99997;20;20;5;5;-99997;-99997;2,0;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;559;-99997
1076AE;45;20;25;-99997;10;10;15;10;80;-99997;-99997;20;10;-99997;-99997;5;2,2;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;484;-99997
1076AG;40;20;20;10;5;5;10;10;60;30;20;20;5;5;-99997;5;2,3;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;467;-99997
1076AH;35;15;20;-99997;5;5;10;10;70;-99997;20;15;5;-99997;-99997;-99997;2,2;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;478;-99997
1076AJ;35;15;20;-99997;-99997;5;15;10;70;20;20;30;25;-99997;-99997;-99997;1,1;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;-99997;-99997;-99997;-99997;-99997;10
1076AK;40;15;25;10;-99997;10;10;10;60;-99997;40;25;15;-99997;5;-99997;1,6;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;422;10
1076AL;45;25;25;10;10;15;10;-99997;50;40;20;20;5;-99997;-99997;5;2,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;80;-99997;-99997;580;-99997
1076AM;30;15;15;5;5;10;5;-99997;40;60;-99997;15;10;-99997;-99997;-99997;1,8;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;672;-99997
1076AN;25;10;15;-99997;-99997;10;5;5;30;30;30;15;10;-99997;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;50;50;-99997;-99997;684;-99997
1076AP;30;15;15;-99997;-99997;10;5;5;70;-99997;-99997;20;10;5;-99997;-99997;1,7;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;80;-99997;-99997;-99997;695;-99997
1076AR;35;20;20;-99997;5;10;10;-99997;50;40;-99997;20;5;-99997;5;-99997;2,1;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;80;-99997;-99997;-99997;765;-99997
1076AS;45;20;25;5;-99997;25;10;-99997;80;20;-99997;25;15;-99997;-99997;5;1,8;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;30;70;-99997;-99997;670;-99997
1076AT;60;35;25;-99997;5;25;10;10;50;30;20;50;40;5;-99997;-99997;1,2;35;-99997;-99997;35;-99997;-99997;-99997;-99997;-99997;35;50;50;-99997;-99997;440;-99997
1076AV;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1076AW;15;5;10;-99997;-99997;5;-99997;-99997;30;-99997;50;-99997;-99997;-99997;-99997;-99997;-99997,0;15;-99997;15;-99997;-99997;-99997;-99997;-99997;-99997;15;80;-99997;-99997;-99997;518;-99997
1076AX;25;15;10;-99997;5;5;5;5;50;30;20;15;10;-99997;-99997;-99997;1,8;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1076AZ;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1076BA;30;20;10;-99997;-99997;10;10;-99997;40;30;30;20;10;-99997;-99997;-99997;1,6;20;-99997;20;-99997;-99997;-99997;-99997;-99997;-99997;20;60;30;-99997;-99997;451;-99997
1076BB;35;10;25;5;-99997;15;5;-99997;50;20;30;20;15;-99997;-99997;-99997;1,6;20;-99997;20;-99997;-99997;-99997;-99997;-99997;-99997;20;70;30;-99997;-99997;895;-99997
1076BC;10;5;5;-99997;-99997;5;-99997;-99997;60;-99997;-99997;10;5;-99997;-99997;-99997;1,3;10;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997
1076BD;10;5;5;-99997;-99997;5;-99997;-99997;-99997;50;-99997;10;5;-99997;-99997;-99997;1,3;10;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;442;-99997
1076BE;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;10;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;443;-99997
1076BG;15;5;10;-99997;-99997;5;-99997;-99997;50;-99997;-99997;10;5;-99997;-99997;-99997;1,4;10;-99997;10;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;458;-99997
1076BH;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1076BJ;30;15;15;-99997;-99997;20;-99997;5;60;40;-99997;20;10;10;-99997;-99997;1,5;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;-99997;-99997
1076BK;40;20;20;-99997;-99997;25;5;-99997;70;20;20;35;30;-99997;-99997;-99997;1,2;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;585;-99997
1076BL;45;20;25;-99997;-99997;20;5;10;60;40;-99997;25;20;-99997;-99997;-99997;1,6;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;-99997;-99997;-99997;-99997;496;-99997
